Gene_Symbol	Num_TargetIDs
ENSG00000135447	2
ENSG00000135446	3
ENSG00000135441	2
ENSG00000135443	1
ENSG00000082014	1
ENSG00000185133	2
ENSG00000068366	1
ENSG00000169020	1
ENSG00000169021	1
ENSG00000175352	1
ENSG00000105467	1
ENSG00000113657	1
ENSG00000002586	2
ENSG00000118418	2
ENSG00000160883	1
ENSG00000160882	4
ENSG00000110169	1
ENSG00000160888	1
ENSG00000177954	2
ENSG00000177951	1
ENSG00000156096	1
ENSG00000198242	2
ENSG00000144810	2
ENSG00000143845	1
ENSG00000143847	2
ENSG00000135917	2
ENSG00000135916	3
ENSG00000105605	1
ENSG00000106723	1
ENSG00000166333	3
ENSG00000057294	1
ENSG00000166337	1
ENSG00000135919	2
ENSG00000176393	1
ENSG00000064932	2
ENSG00000136930	1
ENSG00000136931	1
ENSG00000132693	1
ENSG00000132692	2
ENSG00000184557	1
ENSG00000132698	1
ENSG00000069011	1
ENSG00000167531	1
ENSG00000167536	1
ENSG00000168374	2
ENSG00000167535	1
ENSG00000166483	1
ENSG00000166482	2
ENSG00000108654	1
ENSG00000003989	1
ENSG00000094796	1
ENSG00000260415	1
ENSG00000100603	1
ENSG00000115268	4
ENSG00000237289	2
ENSG00000175826	1
ENSG00000115263	1
ENSG00000099308	1
ENSG00000115266	1
ENSG00000047849	5
ENSG00000044115	4
ENSG00000212864	1
ENSG00000124104	1
ENSG00000108387	3
ENSG00000091140	2
ENSG00000131242	1
ENSG00000165688	1
ENSG00000169992	1
ENSG00000158008	1
ENSG00000129562	3
ENSG00000183269	1
ENSG00000169991	1
ENSG00000141232	2
ENSG00000138757	1
ENSG00000138758	1
ENSG00000127824	2
ENSG00000173812	3
ENSG00000011638	2
ENSG00000136750	1
ENSG00000136758	1
ENSG00000115486	1
ENSG00000115484	1
ENSG00000129625	1
ENSG00000123454	1
ENSG00000196235	3
ENSG00000010327	2
ENSG00000090097	3
ENSG00000213445	2
ENSG00000116016	1
ENSG00000172493	1
ENSG00000173546	1
ENSG00000112062	1
ENSG00000113889	2
ENSG00000223865	3
ENSG00000011454	1
ENSG00000090238	2
ENSG00000111540	1
ENSG00000129194	1
ENSG00000148450	1
ENSG00000076662	3
ENSG00000116906	1
ENSG00000170477	2
ENSG00000110721	1
ENSG00000104408	4
ENSG00000113083	1
ENSG00000117505	1
ENSG00000174099	2
ENSG00000137409	3
ENSG00000174015	1
ENSG00000060138	3
ENSG00000100234	1
ENSG00000128578	1
ENSG00000100721	1
ENSG00000130758	1
ENSG00000197540	1
ENSG00000231852	2
ENSG00000120742	2
ENSG00000197548	1
ENSG00000130755	6
ENSG00000134440	1
ENSG00000125531	1
ENSG00000125534	2
ENSG00000125538	1
ENSG00000178127	1
ENSG00000163866	1
ENSG00000112936	1
ENSG00000127837	2
ENSG00000075415	5
ENSG00000064115	1
ENSG00000160410	2
ENSG00000064726	1
ENSG00000072506	1
ENSG00000134186	1
ENSG00000134184	3
ENSG00000025434	1
ENSG00000166123	1
ENSG00000037042	1
ENSG00000177542	1
ENSG00000042753	3
ENSG00000134986	1
ENSG00000064601	2
ENSG00000171067	1
ENSG00000121691	1
ENSG00000124664	1
ENSG00000105855	1
ENSG00000105854	3
ENSG00000111481	1
ENSG00000105856	1
ENSG00000079689	1
ENSG00000147378	1
ENSG00000105852	1
ENSG00000175768	1
ENSG00000135052	2
ENSG00000082482	1
ENSG00000142784	1
ENSG00000135587	1
ENSG00000123240	2
ENSG00000142789	3
ENSG00000176490	1
ENSG00000163467	3
ENSG00000071082	4
ENSG00000163191	1
ENSG00000183072	1
ENSG00000187942	1
ENSG00000166819	3
ENSG00000166816	1
ENSG00000135636	2
ENSG00000114503	1
ENSG00000185896	1
ENSG00000169764	4
ENSG00000068001	1
ENSG00000087903	1
ENSG00000115902	1
ENSG00000115677	5
ENSG00000111726	1
ENSG00000163331	1
ENSG00000187498	1
ENSG00000095303	2
ENSG00000063180	1
ENSG00000058668	1
ENSG00000136238	1
ENSG00000132207	1
ENSG00000136237	1
ENSG00000056097	1
ENSG00000136235	3
ENSG00000177380	1
ENSG00000138326	3
ENSG00000105143	1
ENSG00000105141	1
ENSG00000047457	2
ENSG00000157778	1
ENSG00000067715	2
ENSG00000149269	1
ENSG00000149260	1
ENSG00000235942	1
ENSG00000141002	1
ENSG00000187239	2
ENSG00000127585	3
ENSG00000066405	2
ENSG00000172809	5
ENSG00000126368	1
ENSG00000254505	1
ENSG00000077454	2
ENSG00000268173	1
ENSG00000005249	1
ENSG00000213337	1
ENSG00000165092	1
ENSG00000021300	2
ENSG00000101911	1
ENSG00000158747	1
ENSG00000153291	2
ENSG00000101916	1
ENSG00000104368	3
ENSG00000104369	1
ENSG00000159164	1
ENSG00000159167	1
ENSG00000104361	1
ENSG00000001036	1
ENSG00000122958	1
ENSG00000032444	1
ENSG00000185565	1
ENSG00000185567	2
ENSG00000154027	1
ENSG00000235568	1
ENSG00000196557	2
ENSG00000175575	1
ENSG00000197976	1
ENSG00000197971	5
ENSG00000175573	2
ENSG00000197757	1
ENSG00000197208	1
ENSG00000179403	1
ENSG00000179407	1
ENSG00000179409	1
ENSG00000113140	2
ENSG00000113141	1
ENSG00000169228	1
ENSG00000105122	1
ENSG00000105552	1
ENSG00000169220	1
ENSG00000169223	1
ENSG00000183801	1
ENSG00000100320	1
ENSG00000171471	1
ENSG00000171476	4
ENSG00000158019	3
ENSG00000109854	1
ENSG00000107816	1
ENSG00000211685	1
ENSG00000107819	1
ENSG00000169599	1
ENSG00000106635	1
ENSG00000106636	1
ENSG00000106631	5
ENSG00000106638	1
ENSG00000128383	1
ENSG00000131495	1
ENSG00000118434	1
ENSG00000167881	1
ENSG00000118432	1
ENSG00000150628	1
ENSG00000152670	1
ENSG00000036257	2
ENSG00000181092	1
ENSG00000143314	1
ENSG00000198517	2
ENSG00000134516	1
ENSG00000143867	1
ENSG00000124588	2
ENSG00000150625	3
ENSG00000143318	2
ENSG00000143319	1
ENSG00000134049	1
ENSG00000166317	2
ENSG00000135932	1
ENSG00000166311	1
ENSG00000166313	2
ENSG00000123728	1
ENSG00000078018	2
ENSG00000171793	1
ENSG00000243927	1
ENSG00000184575	1
ENSG00000133069	2
ENSG00000240694	1
ENSG00000168310	1
ENSG00000168314	4
ENSG00000105443	2
ENSG00000188603	1
ENSG00000114268	1
ENSG00000157978	1
ENSG00000118292	1
ENSG00000108671	1
ENSG00000215301	1
ENSG00000146830	1
ENSG00000106853	2
ENSG00000095794	1
ENSG00000198373	1
ENSG00000144063	1
ENSG00000196616	1
ENSG00000158022	1
ENSG00000141258	1
ENSG00000128311	1
ENSG00000153048	3
ENSG00000141255	1
ENSG00000127774	1
ENSG00000187003	1
ENSG00000143753	1
ENSG00000179388	1
ENSG00000122729	2
ENSG00000165409	1
ENSG00000213465	3
ENSG00000099769	1
ENSG00000109501	1
ENSG00000145362	2
ENSG00000074317	2
ENSG00000132639	2
ENSG00000122545	2
ENSG00000174276	1
ENSG00000008056	2
ENSG00000159377	1
ENSG00000130511	1
ENSG00000130513	1
ENSG00000107485	2
ENSG00000175224	1
ENSG00000196961	2
ENSG00000108604	2
ENSG00000164754	1
ENSG00000232388	2
ENSG00000100258	1
ENSG00000168958	2
ENSG00000155508	1
ENSG00000157103	1
ENSG00000100253	1
ENSG00000168955	1
ENSG00000197561	1
ENSG00000117748	1
ENSG00000120306	1
ENSG00000152086	1
ENSG00000110777	1
ENSG00000109181	1
ENSG00000196611	1
ENSG00000143418	2
ENSG00000156976	4
ENSG00000111405	1
ENSG00000203667	1
ENSG00000040608	1
ENSG00000134216	2
ENSG00000134215	1
ENSG00000088205	1
ENSG00000159884	1
ENSG00000187735	1
ENSG00000197694	2
ENSG00000197696	1
ENSG00000256713	2
ENSG00000107159	1
ENSG00000117525	2
ENSG00000007306	1
ENSG00000104826	1
ENSG00000104824	3
ENSG00000104823	2
ENSG00000163785	1
ENSG00000107738	2
ENSG00000171049	2
ENSG00000120948	1
ENSG00000139278	1
ENSG00000175745	1
ENSG00000131069	1
ENSG00000057252	1
ENSG00000142230	2
ENSG00000131067	2
ENSG00000113600	1
ENSG00000140859	1
ENSG00000140854	1
ENSG00000183019	2
ENSG00000183018	1
ENSG00000167476	1
ENSG00000183010	1
ENSG00000167470	1
ENSG00000075035	1
ENSG00000111605	1
ENSG00000109084	1
ENSG00000162804	1
ENSG00000079557	1
ENSG00000169783	2
ENSG00000088986	3
ENSG00000068028	2
ENSG00000115380	1
ENSG00000115386	1
ENSG00000084754	2
ENSG00000240065	1
ENSG00000095321	2
ENSG00000095637	3
ENSG00000163563	1
ENSG00000179262	5
ENSG00000034713	2
ENSG00000114383	1
ENSG00000137166	1
ENSG00000133134	2
ENSG00000137161	1
ENSG00000148229	1
ENSG00000133687	1
ENSG00000004799	1
ENSG00000144579	1
ENSG00000188293	1
ENSG00000186529	1
ENSG00000152503	2
ENSG00000157020	1
ENSG00000088325	1
ENSG00000067840	2
ENSG00000116791	1
ENSG00000105372	6
ENSG00000164924	3
ENSG00000172828	1
ENSG00000164920	1
ENSG00000164434	1
ENSG00000172354	2
ENSG00000137309	2
ENSG00000164929	2
ENSG00000066468	2
ENSG00000114923	2
ENSG00000118971	1
ENSG00000186297	1
ENSG00000126432	3
ENSG00000186298	2
ENSG00000159363	1
ENSG00000116604	2
ENSG00000168899	1
ENSG00000070808	1
ENSG00000112561	1
ENSG00000112562	2
ENSG00000020633	1
ENSG00000147883	1
ENSG00000149932	4
ENSG00000077782	4
ENSG00000153904	1
ENSG00000158764	1
ENSG00000154227	1
ENSG00000101421	1
ENSG00000153902	3
ENSG00000266964	4
ENSG00000101938	1
ENSG00000158769	1
ENSG00000154229	1
ENSG00000130309	1
ENSG00000159140	2
ENSG00000104341	1
ENSG00000130304	1
ENSG00000136379	1
ENSG00000130300	1
ENSG00000130303	1
ENSG00000122971	1
ENSG00000113387	2
ENSG00000113384	1
ENSG00000185507	1
ENSG00000145819	1
ENSG00000090661	1
ENSG00000154040	2
ENSG00000196576	2
ENSG00000081059	1
ENSG00000164692	1
ENSG00000120533	1
ENSG00000017427	1
ENSG00000073578	3
ENSG00000113161	1
ENSG00000089009	3
ENSG00000004478	1
ENSG00000100450	1
ENSG00000072958	1
ENSG00000072952	1
ENSG00000072778	5
ENSG00000131400	2
ENSG00000079785	1
ENSG00000115758	2
ENSG00000117266	1
ENSG00000185176	1
ENSG00000156508	2
ENSG00000106617	1
ENSG00000213240	1
ENSG00000106615	2
ENSG00000213246	1
ENSG00000073969	1
ENSG00000198754	1
ENSG00000198755	1
ENSG00000008853	1
ENSG00000198752	1
ENSG00000198753	1
ENSG00000198758	1
ENSG00000150760	1
ENSG00000131475	1
ENSG00000131477	1
ENSG00000131471	2
ENSG00000131473	2
ENSG00000151414	1
ENSG00000103647	1
ENSG00000064687	1
ENSG00000170509	1
ENSG00000160593	2
ENSG00000170500	1
ENSG00000076928	1
ENSG00000120756	1
ENSG00000143337	1
ENSG00000109971	4
ENSG00000134533	1
ENSG00000134531	2
ENSG00000134020	1
ENSG00000143621	1
ENSG00000128052	1
ENSG00000189241	1
ENSG00000167642	5
ENSG00000167315	2
ENSG00000134028	2
ENSG00000124253	1
ENSG00000171456	1
ENSG00000188042	1
ENSG00000033627	2
ENSG00000101193	1
ENSG00000068903	2
ENSG00000163815	1
ENSG00000168334	3
ENSG00000163810	1
ENSG00000168333	2
ENSG00000163812	2
ENSG00000105428	1
ENSG00000105429	1
ENSG00000196531	3
ENSG00000105427	2
ENSG00000094755	1
ENSG00000027697	2
ENSG00000091986	2
ENSG00000039987	1
ENSG00000046604	1
ENSG00000177889	2
ENSG00000124406	1
ENSG00000177885	1
ENSG00000019995	1
ENSG00000105393	1
ENSG00000105397	2
ENSG00000105398	1
ENSG00000135956	1
ENSG00000108924	1
ENSG00000197774	1
ENSG00000146678	3
ENSG00000146674	2
ENSG00000132746	2
ENSG00000003056	1
ENSG00000149541	1
ENSG00000136153	2
ENSG00000167861	1
ENSG00000167862	1
ENSG00000167863	1
ENSG00000141279	1
ENSG00000187021	3
ENSG00000162148	1
ENSG00000184277	1
ENSG00000162144	1
ENSG00000165424	1
ENSG00000090054	1
ENSG00000101098	1
ENSG00000157933	1
ENSG00000213402	1
ENSG00000112715	2
ENSG00000070495	1
ENSG00000174348	2
ENSG00000254772	1
ENSG00000085741	1
ENSG00000077312	3
ENSG00000182809	2
ENSG00000090581	1
ENSG00000170881	1
ENSG00000055118	1
ENSG00000240864	1
ENSG00000134716	1
ENSG00000089639	1
ENSG00000164591	1
ENSG00000144746	2
ENSG00000182179	1
ENSG00000104112	1
ENSG00000182175	1
ENSG00000143443	1
ENSG00000159314	2
ENSG00000130826	1
ENSG00000130827	1
ENSG00000126088	2
ENSG00000139842	2
ENSG00000122707	1
ENSG00000122705	4
ENSG00000184454	1
ENSG00000097021	2
ENSG00000137441	1
ENSG00000178252	2
ENSG00000181856	2
ENSG00000120708	2
ENSG00000120709	1
ENSG00000150594	1
ENSG00000168938	1
ENSG00000113269	1
ENSG00000120705	1
ENSG00000175906	1
ENSG00000186081	4
ENSG00000173762	1
ENSG00000122566	2
ENSG00000122565	2
ENSG00000121039	1
ENSG00000110719	2
ENSG00000170262	1
ENSG00000174744	1
ENSG00000174231	1
ENSG00000110711	1
ENSG00000110717	2
ENSG00000128284	1
ENSG00000008441	1
ENSG00000128283	1
ENSG00000112972	2
ENSG00000112977	1
ENSG00000151176	1
ENSG00000117090	2
ENSG00000117091	1
ENSG00000107130	1
ENSG00000163734	1
ENSG00000099840	1
ENSG00000189280	1
ENSG00000106263	1
ENSG00000240771	2
ENSG00000106268	1
ENSG00000023191	4
ENSG00000113594	1
ENSG00000176907	1
ENSG00000176903	1
ENSG00000129226	3
ENSG00000145592	1
ENSG00000106400	1
ENSG00000134940	1
ENSG00000139211	1
ENSG00000187840	1
ENSG00000135547	1
ENSG00000131043	1
ENSG00000131042	2
ENSG00000113621	1
ENSG00000135018	1
ENSG00000142748	2
ENSG00000123933	1
ENSG00000161973	1
ENSG00000169413	1
ENSG00000169418	1
ENSG00000163154	1
ENSG00000189058	3
ENSG00000163156	1
ENSG00000163157	2
ENSG00000079215	2
ENSG00000167100	1
ENSG00000111667	2
ENSG00000111666	2
ENSG00000109062	2
ENSG00000111669	1
ENSG00000187908	3
ENSG00000087302	1
ENSG00000087303	1
ENSG00000114019	1
ENSG00000166851	1
ENSG00000111321	2
ENSG00000168453	1
ENSG00000168454	1
ENSG00000076685	1
ENSG00000267795	2
ENSG00000109205	1
ENSG00000132535	2
ENSG00000146063	1
ENSG00000132530	1
ENSG00000146066	1
ENSG00000178882	1
ENSG00000133110	2
ENSG00000105185	4
ENSG00000133112	6
ENSG00000138674	1
ENSG00000172590	1
ENSG00000172594	2
ENSG00000244414	1
ENSG00000166501	1
ENSG00000166503	1
ENSG00000162688	1
ENSG00000241685	1
ENSG00000067829	2
ENSG00000186501	1
ENSG00000157005	1
ENSG00000152527	1
ENSG00000146242	1
ENSG00000184014	1
ENSG00000184012	1
ENSG00000187272	1
ENSG00000179820	2
ENSG00000066336	3
ENSG00000172379	1
ENSG00000241351	1
ENSG00000091513	1
ENSG00000114902	1
ENSG00000108551	1
ENSG00000119535	2
ENSG00000206172	2
ENSG00000206177	1
ENSG00000136636	1
ENSG00000136630	1
ENSG00000270800	1
ENSG00000101405	1
ENSG00000101400	1
ENSG00000197226	2
ENSG00000141738	1
ENSG00000141736	1
ENSG00000137857	2
ENSG00000138587	1
ENSG00000104324	1
ENSG00000104325	1
ENSG00000104327	1
ENSG00000159128	1
ENSG00000139182	1
ENSG00000113368	1
ENSG00000113369	1
ENSG00000145741	1
ENSG00000129038	1
ENSG00000257017	7
ENSG00000082212	1
ENSG00000177556	1
ENSG00000085265	1
ENSG00000133805	1
ENSG00000133800	1
ENSG00000104635	1
ENSG00000196562	2
ENSG00000211644	1
ENSG00000104936	4
ENSG00000211642	1
ENSG00000211648	1
ENSG00000117289	1
ENSG00000068697	1
ENSG00000224041	1
ENSG00000143862	1
ENSG00000198771	1
ENSG00000150787	1
ENSG00000100138	2
ENSG00000120049	1
ENSG00000150782	1
ENSG00000139613	2
ENSG00000182979	1
ENSG00000197712	1
ENSG00000131187	1
ENSG00000140955	1
ENSG00000123892	1
ENSG00000176046	2
ENSG00000160862	3
ENSG00000110108	2
ENSG00000160867	1
ENSG00000110104	1
ENSG00000170523	1
ENSG00000170522	1
ENSG00000170525	3
ENSG00000125726	1
ENSG00000189269	1
ENSG00000189266	1
ENSG00000134551	1
ENSG00000168137	1
ENSG00000168135	1
ENSG00000111859	2
ENSG00000161999	1
ENSG00000075223	1
ENSG00000147364	1
ENSG00000123091	1
ENSG00000123095	1
ENSG00000113282	1
ENSG00000102804	2
ENSG00000160712	1
ENSG00000160710	1
ENSG00000096088	3
ENSG00000136950	1
ENSG00000042813	1
ENSG00000088826	1
ENSG00000096080	2
ENSG00000143842	1
ENSG00000164176	1
ENSG00000168685	1
ENSG00000153495	1
ENSG00000175463	1
ENSG00000153498	1
ENSG00000105402	3
ENSG00000105401	1
ENSG00000105404	3
ENSG00000131459	1
ENSG00000105409	2
ENSG00000132185	1
ENSG00000108639	1
ENSG00000132182	1
ENSG00000102572	1
ENSG00000177311	2
ENSG00000143977	2
ENSG00000119705	1
ENSG00000119707	1
ENSG00000153140	1
ENSG00000111275	2
ENSG00000111276	1
ENSG00000100612	3
ENSG00000092148	1
ENSG00000131238	2
ENSG00000164089	2
ENSG00000135972	1
ENSG00000135750	1
ENSG00000142552	1
ENSG00000131236	2
ENSG00000239697	1
ENSG00000165629	2
ENSG00000108946	1
ENSG00000101335	2
ENSG00000165996	1
ENSG00000149564	2
ENSG00000153002	2
ENSG00000240747	1
ENSG00000084652	1
ENSG00000187048	2
ENSG00000196126	1
ENSG00000172164	1
ENSG00000114738	1
ENSG00000114737	1
ENSG00000165197	1
ENSG00000214063	2
ENSG00000115170	1
ENSG00000214435	1
ENSG00000125912	1
ENSG00000128989	4
ENSG00000111530	1
ENSG00000138115	3
ENSG00000008018	1
ENSG00000138119	2
ENSG00000138448	1
ENSG00000242485	1
ENSG00000159335	1
ENSG00000182158	1
ENSG00000164949	2
ENSG00000104131	1
ENSG00000166710	5
ENSG00000159339	1
ENSG00000182154	1
ENSG00000135625	1
ENSG00000186310	2
ENSG00000186318	1
ENSG00000196924	7
ENSG00000196923	7
ENSG00000136938	1
ENSG00000137463	1
ENSG00000137462	1
ENSG00000168918	1
ENSG00000258289	1
ENSG00000178279	1
ENSG00000168913	1
ENSG00000105245	1
ENSG00000120727	1
ENSG00000120729	3
ENSG00000126603	1
ENSG00000122585	1
ENSG00000173786	2
ENSG00000204308	1
ENSG00000204305	2
ENSG00000204304	1
ENSG00000178188	1
ENSG00000121057	2
ENSG00000121058	1
ENSG00000116473	2
ENSG00000159842	1
ENSG00000112992	2
ENSG00000159840	3
ENSG00000116478	1
ENSG00000054793	1
ENSG00000009765	1
ENSG00000037241	2
ENSG00000151150	1
ENSG00000099864	2
ENSG00000099860	2
ENSG00000021488	2
ENSG00000203950	1
ENSG00000203485	2
ENSG00000106244	1
ENSG00000072210	1
ENSG00000110848	1
ENSG00000197380	1
ENSG00000197381	2
ENSG00000179580	1
ENSG00000140092	2
ENSG00000140093	1
ENSG00000183785	1
ENSG00000198121	2
ENSG00000153790	1
ENSG00000198125	4
ENSG00000171557	3
ENSG00000175785	1
ENSG00000171552	2
ENSG00000171551	1
ENSG00000124602	1
ENSG00000139233	1
ENSG00000179632	2
ENSG00000142765	2
ENSG00000179636	2
ENSG00000113643	1
ENSG00000185033	1
ENSG00000272325	1
ENSG00000113648	2
ENSG00000160471	1
ENSG00000140545	3
ENSG00000169439	3
ENSG00000167123	2
ENSG00000240247	1
ENSG00000167434	1
ENSG00000109046	3
ENSG00000111644	1
ENSG00000089818	2
ENSG00000111640	4
ENSG00000111642	1
ENSG00000075073	1
ENSG00000160075	1
ENSG00000103569	2
ENSG00000211450	1
ENSG00000211452	2
ENSG00000142494	2
ENSG00000127314	2
ENSG00000152154	1
ENSG00000176788	1
ENSG00000039537	1
ENSG00000156642	1
ENSG00000054148	1
ENSG00000109956	1
ENSG00000146007	2
ENSG00000146005	1
ENSG00000184254	1
ENSG00000248746	1
ENSG00000178860	1
ENSG00000143013	1
ENSG00000163170	1
ENSG00000163171	1
ENSG00000142949	1
ENSG00000172572	1
ENSG00000166527	1
ENSG00000182362	1
ENSG00000166523	2
ENSG00000142945	1
ENSG00000114698	2
ENSG00000108798	1
ENSG00000244437	1
ENSG00000108797	1
ENSG00000157064	1
ENSG00000088367	2
ENSG00000078246	1
ENSG00000083444	1
ENSG00000184787	1
ENSG00000204681	1
ENSG00000099260	2
ENSG00000163359	2
ENSG00000184076	2
ENSG00000168476	1
ENSG00000168477	1
ENSG00000112697	1
ENSG00000112695	4
ENSG00000212907	1
ENSG00000112699	2
ENSG00000182093	2
ENSG00000182095	1
ENSG00000212900	1
ENSG00000212901	1
ENSG00000108578	1
ENSG00000118939	1
ENSG00000119048	1
ENSG00000168748	1
ENSG00000055211	1
ENSG00000138613	2
ENSG00000137124	1
ENSG00000138615	1
ENSG00000130477	1
ENSG00000074527	1
ENSG00000005882	2
ENSG00000005884	1
ENSG00000130479	1
ENSG00000145623	1
ENSG00000101460	2
ENSG00000153944	1
ENSG00000137876	1
ENSG00000137693	2
ENSG00000133392	3
ENSG00000180209	1
ENSG00000137699	1
ENSG00000164967	1
ENSG00000129055	1
ENSG00000183576	1
ENSG00000105137	1
ENSG00000183578	1
ENSG00000116649	1
ENSG00000205220	2
ENSG00000117115	1
ENSG00000117114	1
ENSG00000117118	2
ENSG00000140395	1
ENSG00000140391	2
ENSG00000158859	2
ENSG00000158856	3
ENSG00000158850	1
ENSG00000004939	1
ENSG00000211937	1
ENSG00000211934	1
ENSG00000211933	1
ENSG00000100330	1
ENSG00000159450	1
ENSG00000159455	1
ENSG00000211938	1
ENSG00000130638	1
ENSG00000107874	1
ENSG00000177042	1
ENSG00000006282	2
ENSG00000217442	2
ENSG00000146828	1
ENSG00000164032	1
ENSG00000198712	1
ENSG00000198715	2
ENSG00000164039	1
ENSG00000197265	1
ENSG00000182952	1
ENSG00000170035	1
ENSG00000120063	1
ENSG00000123561	1
ENSG00000123562	2
ENSG00000103175	2
ENSG00000160803	1
ENSG00000160801	2
ENSG00000125743	3
ENSG00000170542	1
ENSG00000125740	6
ENSG00000170545	1
ENSG00000125744	1
ENSG00000102882	2
ENSG00000181035	1
ENSG00000134571	3
ENSG00000134574	1
ENSG00000124299	1
ENSG00000167601	1
ENSG00000167604	1
ENSG00000171490	1
ENSG00000175203	1
ENSG00000265681	5
ENSG00000211668	1
ENSG00000211669	1
ENSG00000211666	1
ENSG00000211664	1
ENSG00000211662	1
ENSG00000211663	1
ENSG00000211660	1
ENSG00000243989	1
ENSG00000169604	1
ENSG00000169605	1
ENSG00000181786	1
ENSG00000181789	2
ENSG00000181788	1
ENSG00000175445	1
ENSG00000211598	1
ENSG00000211599	1
ENSG00000147274	2
ENSG00000211592	1
ENSG00000131435	2
ENSG00000132164	1
ENSG00000102554	1
ENSG00000102225	3
ENSG00000132405	1
ENSG00000156873	1
ENSG00000143954	2
ENSG00000240184	1
ENSG00000119729	1
ENSG00000111254	1
ENSG00000079435	4
ENSG00000079432	1
ENSG00000147010	1
ENSG00000203784	1
ENSG00000142534	4
ENSG00000166959	1
ENSG00000132703	1
ENSG00000132702	2
ENSG00000221890	1
ENSG00000181374	1
ENSG00000163728	1
ENSG00000084674	1
ENSG00000175505	1
ENSG00000127241	1
ENSG00000127249	1
ENSG00000066813	1
ENSG00000114204	1
ENSG00000119185	2
ENSG00000090013	1
ENSG00000128309	1
ENSG00000214413	2
ENSG00000198888	1
ENSG00000112759	2
ENSG00000185739	1
ENSG00000152954	1
ENSG00000152952	2
ENSG00000108960	1
ENSG00000010322	2
ENSG00000101856	2
ENSG00000141367	4
ENSG00000272617	1
ENSG00000116983	1
ENSG00000128656	2
ENSG00000128654	1
ENSG00000196230	2
ENSG00000070182	1
ENSG00000091490	1
ENSG00000122034	2
ENSG00000122035	1
ENSG00000157214	1
ENSG00000173548	1
ENSG00000196411	1
ENSG00000137486	1
ENSG00000196415	1
ENSG00000196419	3
ENSG00000181817	1
ENSG00000184867	1
ENSG00000164733	4
ENSG00000256514	1
ENSG00000108219	1
ENSG00000013306	4
ENSG00000119986	1
ENSG00000116459	1
ENSG00000076555	1
ENSG00000076554	1
ENSG00000078725	1
ENSG00000169660	1
ENSG00000182541	2
ENSG00000182544	1
ENSG00000130287	1
ENSG00000130283	1
ENSG00000099800	1
ENSG00000099804	2
ENSG00000125249	1
ENSG00000101146	1
ENSG00000101144	1
ENSG00000170043	3
ENSG00000173726	1
ENSG00000072274	1
ENSG00000104518	1
ENSG00000100813	2
ENSG00000175274	1
ENSG00000124196	2
ENSG00000159713	1
ENSG00000100814	1
ENSG00000107798	2
